barcode,location,author,title,publisher_code,status,description
31966,PHY,V RAJENDRAN,PHYSICS 1,TATAMCGRAW-HILLPUBLISHINGCOMPANYLTD,Not for loan,"A comprehensive guide authored by V RAJENDRAN, covering key principles and applications related to 'PHYSICS 1'. Ideal for engineering students and professionals."
31967,MECH,Mathew N O Saduku,HYDRAULIC AND PNEUMATIC CONTROLS,VIJAYNICOLE,Available,"A comprehensive guide authored by Mathew N O Saduku, covering key principles and applications related to 'HYDRAULIC AND PNEUMATIC CONTROLS'. Ideal for engineering students and professionals."
31968,MECH,Mathew N O Saduku,HYDRAULIC AND PNEUMATIC CONTROLS,VIJAYNICOLE,Available,"A comprehensive guide authored by Mathew N O Saduku, covering key principles and applications related to 'HYDRAULIC AND PNEUMATIC CONTROLS'. Ideal for engineering students and professionals."
31969,MECH,Mathew N O Saduku,HYDRAULIC AND PNEUMATIC CONTROLS,VIJAYNICOLE,Available,"A comprehensive guide authored by Mathew N O Saduku, covering key principles and applications related to 'HYDRAULIC AND PNEUMATIC CONTROLS'. Ideal for engineering students and professionals."
31971,MECH,Mathew N O Saduku,HYDRAULIC AND PNEUMATIC CONTROLS,VIJAYNICOLE,Available,"A comprehensive guide authored by Mathew N O Saduku, covering key principles and applications related to 'HYDRAULIC AND PNEUMATIC CONTROLS'. Ideal for engineering students and professionals."
31972,MECH,Mathew N O Saduku,HYDRAULIC AND PNEUMATIC CONTROLS,VIJAYNICOLE,Available,"A comprehensive guide authored by Mathew N O Saduku, covering key principles and applications related to 'HYDRAULIC AND PNEUMATIC CONTROLS'. Ideal for engineering students and professionals."
31973,MECH,Mathew N O Saduku,HYDRAULIC AND PNEUMATIC CONTROLS,VIJAYNICOLE,Not for loan,"A comprehensive guide authored by Mathew N O Saduku, covering key principles and applications related to 'HYDRAULIC AND PNEUMATIC CONTROLS'. Ideal for engineering students and professionals."
31974,MECH,R K RAJPUT,THERMAL ENGINEERING,LAXMIPUBLICATIONS(P)LTD,Available,"A comprehensive guide authored by RAJPUT R K, covering key principles and applications related to 'THERMAL ENGINEERING'. Ideal for engineering students and professionals."
31975,MECH,R K RAJPUT,THERMAL ENGINEERING,LAXMIPUBLICATIONS(P)LTD,Available,"A comprehensive guide authored by RAJPUT R K, covering key principles and applications related to 'THERMAL ENGINEERING'. Ideal for engineering students and professionals."
31976,MECH,R K RAJPUT,THERMAL ENGINEERING,LAXMIPUBLICATIONS(P)LTD,Available,"A comprehensive guide authored by RAJPUT R K, covering key principles and applications related to 'THERMAL ENGINEERING'. Ideal for engineering students and professionals."
31977,MECH,R K RAJPUT,THERMAL ENGINEERING,LAXMIPUBLICATIONS(P)LTD,Available,"A comprehensive guide authored by RAJPUT R K, covering key principles and applications related to 'THERMAL ENGINEERING'. Ideal for engineering students and professionals."
31978,MECH,RAJPUT R K,THERMAL ENGINEERING,LAXMI,Not for loan,"A comprehensive guide authored by RAJPUT R K, covering key principles and applications related to 'THERMAL ENGINEERING'. Ideal for engineering students and professionals."
31979,MECH,ANTHONY ESPOSITO,FLUID POWER WITH APPLICATIONS,PERARSONEDUCATION,Available,"A comprehensive guide authored by ANTHONY ESPOSITO, covering key principles and applications related to 'FLUID POWER WITH APPLICATIONS'. Ideal for engineering students and professionals."
31980,MECH,ANTHONY ESPOSITO,FLUID POWER WITH APPLICATIONS,PERARSONEDUCATION,Available,"A comprehensive guide authored by ANTHONY ESPOSITO, covering key principles and applications related to 'FLUID POWER WITH APPLICATIONS'. Ideal for engineering students and professionals."
31981,MECH,ANTHONY ESPOSITO,FLUID POWER WITH APPLICATIONS,PERARSONEDUCATION,Not for loan,"A comprehensive guide authored by ANTHONY ESPOSITO, covering key principles and applications related to 'FLUID POWER WITH APPLICATIONS'. Ideal for engineering students and professionals."
31983,EIE,DR.M ARUMUGAM,BIOMEDICAL INSTRUMENTATION,ANURADHAAENCIES,Available,"A comprehensive guide authored by DR.M ARUMUGAM, covering key principles and applications related to 'BIOMEDICAL INSTRUMENTATION'. Ideal for engineering students and professionals."
31984,EIE,DR.M ARUMUGAM,BIOMEDICAL INSTRUMENTATION,ANURADHAAENCIES,Available,"A comprehensive guide authored by DR.M ARUMUGAM, covering key principles and applications related to 'BIOMEDICAL INSTRUMENTATION'. Ideal for engineering students and professionals."
31985,EIE,DR.M ARUMUGAM,BIOMEDICAL INSTRUMENTATION,ANURADHAAENCIES,Available,"A comprehensive guide authored by DR.M ARUMUGAM, covering key principles and applications related to 'BIOMEDICAL INSTRUMENTATION'. Ideal for engineering students and professionals."
31986,EIE,DR.M ARUMUGAM,BIOMEDICAL INSTRUMENTATION,ANURADHAAENCIES,Available,"A comprehensive guide authored by DR.M ARUMUGAM, covering key principles and applications related to 'BIOMEDICAL INSTRUMENTATION'. Ideal for engineering students and professionals."
31987,EIE,DR.M ARUMUGAM,BIOMEDICAL INSTRUMENTATION,ANURADHAAENCIES,Available,"A comprehensive guide authored by DR.M ARUMUGAM, covering key principles and applications related to 'BIOMEDICAL INSTRUMENTATION'. Ideal for engineering students and professionals."
31988,EIE,DR.M ARUMUGAM,BIOMEDICAL INSTRUMENTATION,ANURADHAAENCIES,Available,"A comprehensive guide authored by DR.M ARUMUGAM, covering key principles and applications related to 'BIOMEDICAL INSTRUMENTATION'. Ideal for engineering students and professionals."
31989,EIE,DR.M ARUMUGAM,BIOMEDICAL INSTRUMENTATION,ANURADHAAENCIES,Available,"A comprehensive guide authored by DR.M ARUMUGAM, covering key principles and applications related to 'BIOMEDICAL INSTRUMENTATION'. Ideal for engineering students and professionals."
31990,EIE,DR.M ARUMUGAM,BIOMEDICAL INSTRUMENTATION,ANURADHAAENCIES,Available,"A comprehensive guide authored by DR.M ARUMUGAM, covering key principles and applications related to 'BIOMEDICAL INSTRUMENTATION'. Ideal for engineering students and professionals."
31991,EIE,DR.M ARUMUGAM,BIOMEDICAL INSTRUMENTATION,ANURADHAAENCIES,Available,"A comprehensive guide authored by DR.M ARUMUGAM, covering key principles and applications related to 'BIOMEDICAL INSTRUMENTATION'. Ideal for engineering students and professionals."
31992,EIE,DR.M ARUMUGAM,BIOMEDICAL INSTRUMENTATION,ANURADHAAENCIES,Not for loan,"A comprehensive guide authored by DR.M ARUMUGAM, covering key principles and applications related to 'BIOMEDICAL INSTRUMENTATION'. Ideal for engineering students and professionals."
31993,EIE,R S KHANDPUR,Handbook Of BioMedical Instrumentation,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by R S KHANDPUR, covering key principles and applications related to 'Handbook Of BioMedical Instrumentation'. Ideal for engineering students and professionals."
31994,EIE,R S KHANDPUR,Handbook Of BioMedical Instrumentation,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by R S KHANDPUR, covering key principles and applications related to 'Handbook Of BioMedical Instrumentation'. Ideal for engineering students and professionals."
31995,EIE,R S KHANDPUR,Handbook Of BioMedical Instrumentation,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by R S KHANDPUR, covering key principles and applications related to 'Handbook Of BioMedical Instrumentation'. Ideal for engineering students and professionals."
31996,EIE,R S KHANDPUR,Handbook Of BioMedical Instrumentation,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by R S KHANDPUR, covering key principles and applications related to 'Handbook Of BioMedical Instrumentation'. Ideal for engineering students and professionals."
31997,EIE,R S KHANDPUR,Handbook Of BioMedical Instrumentation,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by R S KHANDPUR, covering key principles and applications related to 'Handbook Of BioMedical Instrumentation'. Ideal for engineering students and professionals."
31998,EIE,R S KHANDPUR,Handbook Of BioMedical Instrumentation,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by R S KHANDPUR, covering key principles and applications related to 'Handbook Of BioMedical Instrumentation'. Ideal for engineering students and professionals."
31999,EIE,R S KHANDPUR,Handbook Of BioMedical Instrumentation,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by R S KHANDPUR, covering key principles and applications related to 'Handbook Of BioMedical Instrumentation'. Ideal for engineering students and professionals."
32000,EIE,R S KHANDPUR,Handbook Of BioMedical Instrumentation,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by R S KHANDPUR, covering key principles and applications related to 'Handbook Of BioMedical Instrumentation'. Ideal for engineering students and professionals."
32001,EIE,R S KHANDPUR,Handbook Of BioMedical Instrumentation,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by R S KHANDPUR, covering key principles and applications related to 'Handbook Of BioMedical Instrumentation'. Ideal for engineering students and professionals."
32002,EIE,R S KHANDPUR,Handbook Of BioMedical Instrumentation,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by R S KHANDPUR, covering key principles and applications related to 'Handbook Of BioMedical Instrumentation'. Ideal for engineering students and professionals."
32003,MBA,ROBERT F BRUNER,CASE STUDY IN FINANCE,MCGRAW-HILL,Available,"A comprehensive guide authored by ROBERT F BRUNER, covering key principles and applications related to 'CASE STUDY IN FINANCE'. Ideal for engineering students and professionals."
32004,MBA,ROBERT F BRUNER,CASE STUDY IN FINANCE,MCGRAW-HILL,Not for loan,"A comprehensive guide authored by ROBERT F BRUNER, covering key principles and applications related to 'CASE STUDY IN FINANCE'. Ideal for engineering students and professionals."
32005,IT,STEPHANE MALLAT,A WAVELET TOUR OF SIGNAL PROCESSING,ELSEVIER,Not for loan,"A comprehensive guide authored by STEPHANE MALLAT, covering key principles and applications related to 'A WAVELET TOUR OF SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32006,IT,S N SIVANANDAM,INTRODUCTION TO NEURAL NETWORKS USING METLAB 6.0,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by S N SIVANANDAM, covering key principles and applications related to 'INTRODUCTION TO NEURAL NETWORKS USING METLAB 6.0'. Ideal for engineering students and professionals."
32007,IT,EDWARD R DOUGHERTY,RANDOM PROCESSES FOR IMAGE AND SIGNAL PROCESSING,PRENTCIE-HALLOFINDIA,Not for loan,"A comprehensive guide authored by EDWARD R DOUGHERTY, covering key principles and applications related to 'RANDOM PROCESSES FOR IMAGE AND SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32008,ME:EST,DAVID W LEWIS,MATRIX THEORY,ALLIEDPUBLISHERLTD,Not for loan,"A comprehensive guide authored by DAVID W LEWIS, covering key principles and applications related to 'MATRIX THEORY'. Ideal for engineering students and professionals."
32009,ME:EST,S J SALON,FINITE ELEMENT ANALYSIS OF ELECTRICAL MACHINES,KLUWERACADEMIC,Not for loan,"A comprehensive guide authored by S J SALON, covering key principles and applications related to 'FINITE ELEMENT ANALYSIS OF ELECTRICAL MACHINES'. Ideal for engineering students and professionals."
32010,ME:EST,TAKASHI KENJO,STEPPING MOTORS AND THEIR MICROPROCESSOR CONTROLS,CLARENDONPRESSOXFORD,Not for loan,"A comprehensive guide authored by TAKASHI KENJO, covering key principles and applications related to 'STEPPING MOTORS AND THEIR MICROPROCESSOR CONTROLS'. Ideal for engineering students and professionals."
32011,ME:ED,ERONINI UMEZ ERONINI,SYSTEM DYNAMICS AND CONTROL,THOMSONBROOKSCOLE,Not for loan,"A comprehensive guide authored by ERONINI UMEZ ERONINI, covering key principles and applications related to 'SYSTEM DYNAMICS AND CONTROL'. Ideal for engineering students and professionals."
32012,ME:EST,P C SEN,Principles Of Electric Machines And Power Electronics,WILEY,Available,"A comprehensive guide authored by P C SEN, covering key principles and applications related to 'Principles Of Electric Machines And Power Electronics'. Ideal for engineering students and professionals."
32013,ME:EST,PEYTON Z PEEBLES Jr,"PROBABILITY, RANDOM VARIABLES AND RANDOM SIGNAL PRINCIPLES",TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by PEYTON Z PEEBLES Jr, covering key principles and applications related to 'PROBABILITY, RANDOM VARIABLES AND RANDOM SIGNAL PRINCIPLES'. Ideal for engineering students and professionals."
32014,ME:EST,M D SINGH,POWER ELECTRONICS,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32015,ME:EST,VEDAM SUBRAHMANIYAN,Electric Drives,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by SUBRAHMANYAM V, covering key principles and applications related to 'Electric Drives'. Ideal for engineering students and professionals."
32016,ME:EST,ANDREW S TANENBAUM,COMPUTER NETWORKS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by ANDREW S TANENBAUM, covering key principles and applications related to 'COMPUTER NETWORKS'. Ideal for engineering students and professionals."
32017,ME:EST,ACHYUT S GODBOLE,COMPUTER COMMUNICATION NETWORKS,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by ACHYUT S GODBOLE, covering key principles and applications related to 'COMPUTER COMMUNICATION NETWORKS'. Ideal for engineering students and professionals."
32018,ME:EST,RICHARD E FAIRLEY,SOFTWARE ENGINEERING CONCEPTS,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by RICHARD E FAIRLEY, covering key principles and applications related to 'SOFTWARE ENGINEERING CONCEPTS'. Ideal for engineering students and professionals."
32019,ME:EST,KATSUHIKO OGATA,Modern Control Engineering,PRENTICEHALLOFINDIA,Available,"A comprehensive guide authored by KATSUHIKO OGATA, covering key principles and applications related to 'Modern Control Engineering'. Ideal for engineering students and professionals."
32020,ME:EST,SALIVAHANAN S,DIGITAL SIGNAL PROCESSING,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by JOHN G PROAKIS, covering key principles and applications related to 'DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32021,ME:EST,ALAN V OPPENHEIM,DISCRETE TIME SIGNAL PROCESSING,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by ALAN V OPPENHEIM, covering key principles and applications related to 'DISCRETE TIME SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32022,ME:EST,PHILIP T KREIN,ELEMENTS OF POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by PHILIP T KREIN, covering key principles and applications related to 'ELEMENTS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32023,ME:EST,MUHAMMAD H RASHID,POWER ELECTRONICS HANDBOOK,ACADEMICPRESS,Not for loan,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS HANDBOOK'. Ideal for engineering students and professionals."
32024,ME:EST,ROBERT W ERICKSON,FUNDAMENTALS OF POWER ELECTRONICS,SPRINGER,Available,"A comprehensive guide authored by S K BHATTA CHARYYA, covering key principles and applications related to 'FUNDAMENTALS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32025,ME:EST,V R MOORTHI,POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32026,ME:EST,KATSUHIKO OGATA,Modern Control Engineering,PEARSONEDUCATION,Available,"A comprehensive guide authored by KATSUHIKO OGATA, covering key principles and applications related to 'Modern Control Engineering'. Ideal for engineering students and professionals."
32027,ME:EST,WILLIAM STALLINGS,Data And Computer Communications,PRENTICEHALLOFINDIA,Not for loan,"A comprehensive guide authored by WILLIAM STALLINGS, covering key principles and applications related to 'Data And Computer Communications'. Ideal for engineering students and professionals."
32028,ME:EST,NED MOHAN,POWER ELECTRONICS,JOHNWILEY&SONS,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32029,ME:EST,CYRIL W LANDER,POWER ELECTRONICS,MCGRAW-HILL,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32030,ME:EST,RAKOSH DAS  BEGAMUDRE,EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by RAKOSH DAS  BEGAMUDRE, covering key principles and applications related to 'EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING'. Ideal for engineering students and professionals."
32031,ME:EST,V R MOORTHI,POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32032,ME:STE,A S GUPTA,CALCULUS OF VARIATIONS WITH APPLICATIONS,PRENTICEHALL,Available,"A comprehensive guide authored by A S GUPTA, covering key principles and applications related to 'CALCULUS OF VARIATIONS WITH APPLICATIONS'. Ideal for engineering students and professionals."
32033,ME:EST,ALAN V OPPENHEIM,Digital Signal Processing,PREENTICE-HALLOFINDIAPRIVATELIMITED,Available,"A comprehensive guide authored by S SALIVAHANAN, covering key principles and applications related to 'Digital Signal Processing'. Ideal for engineering students and professionals."
32034,ME:EST,MUHAMMAD H RASHID,INTRODUCTION TO PSPICE USING ORCAD,PRENTCIE-HALLOFINDIA,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'INTRODUCTION TO PSPICE USING ORCAD'. Ideal for engineering students and professionals."
32035,ME:EST,MICHAEL SLATER,MICROPROCESSOR BASED DESIGN,PREENTICE-HALLOFINDIAPRIVATELIMITED,Not for loan,"A comprehensive guide authored by MICHAEL SLATER, covering key principles and applications related to 'MICROPROCESSOR BASED DESIGN'. Ideal for engineering students and professionals."
32036,ME:EST,S SALIVAHANAN,DIGITAL SIGNAL APROACESSING,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by S SALIVAHANAN, covering key principles and applications related to 'DIGITAL SIGNAL APROACESSING'. Ideal for engineering students and professionals."
32037,ME:EST,M D SINGH,POWER ELECTRONICS,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32038,ME:EST,JOHN B PEATMAN,DESIGN WITH PIC MICCONTROLLERS,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by JOHN B PEATMAN, covering key principles and applications related to 'DESIGN WITH PIC MICCONTROLLERS'. Ideal for engineering students and professionals."
32039,ME:EST,HAMDY A TAHA,Operations Research,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by HAMDY A TAHA, covering key principles and applications related to 'Operations Research'. Ideal for engineering students and professionals."
32040,ME:EST,D DRIANKOV,AN INTRODUCTION FUZZY CONTROL,NAROSA,Not for loan,"A comprehensive guide authored by D DRIANKOV, covering key principles and applications related to 'AN INTRODUCTION FUZZY CONTROL'. Ideal for engineering students and professionals."
32041,ME:EST,GOPAL K DUBEY,Fundamentals Of Electrical Drives,NAROSAPUBLISHINGHOUSEPVT.LTD.,Available,"A comprehensive guide authored by GOPAL K DUBEY, covering key principles and applications related to 'Fundamentals Of Electrical Drives'. Ideal for engineering students and professionals."
32042,ME:EST,DIMITRI BERTSEKAS,Data Networks,PREENTICE-HALLOFINDIAPRIVATELIMITED,Available,"A comprehensive guide authored by DIMITRI BERTSEKAS, covering key principles and applications related to 'Data Networks'. Ideal for engineering students and professionals."
32043,ME:EST,GEORAGE J KLIR,"FUZZY SETS, UNCERTAINITY AND INFORMATION",PRENTCIE-HALLOFINDIA,Not for loan,"A comprehensive guide authored by GEORAGE J KLIR, covering key principles and applications related to 'FUZZY SETS, UNCERTAINITY AND INFORMATION'. Ideal for engineering students and professionals."
32044,ME:EST,BART KOSKO,NEURAL NETWORKS AND FUZZY SYSTEMS,PRENTICEHALLOFINDIA,Available,"A comprehensive guide authored by BART KOSKO, covering key principles and applications related to 'NEURAL NETWORKS AND FUZZY SYSTEMS'. Ideal for engineering students and professionals."
32045,ME:EST,R KRISHNAN,ELECTRIC MOTOR DRIVES,PRENTICEHALLOFINDIAPRIVATELIMITED,Not for loan,"A comprehensive guide authored by R KRISHNAN, covering key principles and applications related to 'ELECTRIC MOTOR DRIVES'. Ideal for engineering students and professionals."
32046,ME:EST,JOHN G DROAKIS,DIGITAL SIGNAL PROCESSING,PREENTICE-HALLOFINDIAPRIVATELIMITED,Available,"A comprehensive guide authored by JOHN G PROAKIS, covering key principles and applications related to 'DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32048,ME:EST,ANDREW S TANENBAUM,COMPUTER NETWOKS,PREENTICE-HALLOFINDIAPRIVATELIMITED,Not for loan,"A comprehensive guide authored by ANDREW S TANENBAUM, covering key principles and applications related to 'COMPUTER NETWOKS'. Ideal for engineering students and professionals."
32049,ME:EST,WAMAN S JAWADEKAR,SOFTWARE ENGINEERING,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by WAMAN S JAWADEKAR, covering key principles and applications related to 'SOFTWARE ENGINEERING'. Ideal for engineering students and professionals."
32050,ME:EST,PEYTON Z PEEBLES,PROBABILITY RANDOM VARIABLES AND RANDOM SIGNAL PRINCIPLES,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by PEYTON Z PEEBLES, covering key principles and applications related to 'PROBABILITY RANDOM VARIABLES AND RANDOM SIGNAL PRINCIPLES'. Ideal for engineering students and professionals."
32051,ME:EST,VEDAM SUBRAMANUAM,ELECTRIC DRIVES,TATAMCGRAWHILLPUBLISHINGCOM.LTD,Available,"A comprehensive guide authored by N K DE, covering key principles and applications related to 'ELECTRIC DRIVES'. Ideal for engineering students and professionals."
32052,ME:EST,PREM KUMAR GUPTA,OPERATIONS RESCARCH,SCHAND&CO,Available,"A comprehensive guide authored by FREDRIC S HILLIER, covering key principles and applications related to 'OPERATIONS RESCARCH'. Ideal for engineering students and professionals."
32053,ME:EST,RICHARD E FAIRLEY,SOFTWARE ENGINEERING CONCEPTS,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by RICHARD E FAIRLEY, covering key principles and applications related to 'SOFTWARE ENGINEERING CONCEPTS'. Ideal for engineering students and professionals."
32054,ME:EST,IAN SOMMERVILLE,Software Engineering,PEARSIONEDUCATION,Available,"A comprehensive guide authored by SOMMERVILLE, covering key principles and applications related to 'Software Engineering'. Ideal for engineering students and professionals."
32055,ME:EST,FANG LIN LUO,DIGITAL POWER ELECTRONICS AND APPLOICATIONS,ACADEMICPRESS,Not for loan,"A comprehensive guide authored by FANG LIN LUO, covering key principles and applications related to 'DIGITAL POWER ELECTRONICS AND APPLOICATIONS'. Ideal for engineering students and professionals."
32056,ME:EST,ROBERT W ERICKSON,FUNDAMENTALS OF POWER ELECTRONICS,SPRINGERPUB,Available,"A comprehensive guide authored by S K BHATTA CHARYYA, covering key principles and applications related to 'FUNDAMENTALS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32057,ME:EST,PETER P SILVESTER,FINITE ELEMENTS FOR ELECTRICAL ENGINEERINGS,CAMBRIDGEUNIVERSITYPRESS,Not for loan,"A comprehensive guide authored by PETER P SILVESTER, covering key principles and applications related to 'FINITE ELEMENTS FOR ELECTRICAL ENGINEERINGS'. Ideal for engineering students and professionals."
32058,ME:EST,B JAYANT BALIGA,POWER SEMICONDUCTOR DEVICES,THOMPSON,Not for loan,"A comprehensive guide authored by B JAYANT BALIGA, covering key principles and applications related to 'POWER SEMICONDUCTOR DEVICES'. Ideal for engineering students and professionals."
32059,ME:EST,PAULO S R DINIZ,DIGITAL SIGNAL  PROCESSING,CAMBRIDGEUNIVERSITYPRESS,Not for loan,"A comprehensive guide authored by PAULO S R DINIZ, covering key principles and applications related to 'DIGITAL SIGNAL  PROCESSING'. Ideal for engineering students and professionals."
32060,ME:EST,M GOPAL,DIGITAL CONTROL ENGINEERING,NEWAGEINTERNATIOALPUBLISHERS,Not for loan,"A comprehensive guide authored by M GOPAL, covering key principles and applications related to 'DIGITAL CONTROL ENGINEERING'. Ideal for engineering students and professionals."
32061,ME:EST,M S NAIDU,High Voltage Engineering,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by M S NAIDU, covering key principles and applications related to 'High Voltage Engineering'. Ideal for engineering students and professionals."
32062,ME:EST,I J NAGARATH,Systems Modelling And Analysis,TATAMCGRAW-HILLPUBLISHINGCOM.LTD,Not for loan,"A comprehensive guide authored by I J NAGARATH, covering key principles and applications related to 'Systems Modelling And Analysis'. Ideal for engineering students and professionals."
32063,ME:EST,JOHN YEN AND REZA LANGARI,FUZZY LOGIC,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by JOHN YEN AND REZA LANGARI, covering key principles and applications related to 'FUZZY LOGIC'. Ideal for engineering students and professionals."
32064,ME:EST,TIMOTHY J ROSS,FUZZY LOGIC WITH ENGINEERING APPLICATIONS,MCGRAW-HILL,Not for loan,"A comprehensive guide authored by TIMOTHY J ROSS, covering key principles and applications related to 'FUZZY LOGIC WITH ENGINEERING APPLICATIONS'. Ideal for engineering students and professionals."
32065,ME:EST,K PADMANABHAN,A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by K PADMANABHAN, covering key principles and applications related to 'A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32066,ME:EST,DAVID CALCUTT,8051 MICROCONTROLLERS,NEWNES,Not for loan,"A comprehensive guide authored by DAVID CALCUTT, covering key principles and applications related to '8051 MICROCONTROLLERS'. Ideal for engineering students and professionals."
32067,ME:EST,M N BANDYOPADHYAY,CONTROL ENGINEERING,PRENTICEHALL,Not for loan,"A comprehensive guide authored by M N BANDYOPADHYAY, covering key principles and applications related to 'CONTROL ENGINEERING'. Ideal for engineering students and professionals."
32068,ME:EST,S POORNA CHANDRA,DIGITAL SIGANL PROCESSING,VIJAYNICOLE,Available,"A comprehensive guide authored by STEVE WHITE, covering key principles and applications related to 'DIGITAL SIGANL PROCESSING'. Ideal for engineering students and professionals."
32069,ME:EST,STEVE WHITE,DIGITAL SIGANL PROCESSING,VIKASPUBLISHINGHOUSPVTLTD,Not for loan,"A comprehensive guide authored by STEVE WHITE, covering key principles and applications related to 'DIGITAL SIGANL PROCESSING'. Ideal for engineering students and professionals."
32070,ME:EST,S P EUGENE XAVIER,DIGITAL SIGNAL PROCESSING,SCHAND,Available,"A comprehensive guide authored by JOHN G PROAKIS, covering key principles and applications related to 'DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32072,ME:EST,E ACHA,POWER ELECTRONIC CONTROL IN ELECTRICAL SYSTEMS,ELSEVIER,Not for loan,"A comprehensive guide authored by E ACHA, covering key principles and applications related to 'POWER ELECTRONIC CONTROL IN ELECTRICAL SYSTEMS'. Ideal for engineering students and professionals."
32073,ME:EST,ALAN V OPPENHEIM,DIGITAL SI,PRENTCIE-HALLOFINDIA,Not for loan,"A comprehensive guide authored by ALAN V OPPENHEIM, covering key principles and applications related to 'DIGITAL SI'. Ideal for engineering students and professionals."
32074,ME:EST,LAWRENCE R RABINER,Theory And Application Of Digital Signal Processing,PRENTCIE-HALLOFINDIA,Not for loan,"A comprehensive guide authored by LAWRENCE R RABINER, covering key principles and applications related to 'Theory And Application Of Digital Signal Processing'. Ideal for engineering students and professionals."
32075,ME:EST,BIMAL K BOSE,MODERN POWER ELECTRONICS AND AC DRIVES,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by BIMAL K BOSE, covering key principles and applications related to 'MODERN POWER ELECTRONICS AND AC DRIVES'. Ideal for engineering students and professionals."
32076,ME:EST,KATSUHIKO OGATA,SYSTEM DYNAMICS,PEARSIONEDUCATION,Not for loan,"A comprehensive guide authored by KATSUHIKO OGATA, covering key principles and applications related to 'SYSTEM DYNAMICS'. Ideal for engineering students and professionals."
32077,ME:EST,RAGHVEER M RAO,WAVELET TRANSFORMS,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by RAGHVEER M RAO, covering key principles and applications related to 'WAVELET TRANSFORMS'. Ideal for engineering students and professionals."
